year,state,naics_sector,tech_type,use_level,used_tech,n_firms,n_emp,revenue,payroll
2018,34,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,34,Finance and Insurance,specialized equipment,Don't know,Unknown,354,32281,0,4358906
2018,33,Finance and Insurance,artificial intelligence,Did not use,Did not use,960,10649,0,1078766
2018,33,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,33,Finance and Insurance,artificial intelligence,Don't know,Unknown,113,9879,0,893758
2018,33,Finance and Insurance,artificial intelligence,Low use,Used,20,1313,0,136378
2018,33,Finance and Insurance,artificial intelligence,Moderate use,Used,0,0,0,0
2018,33,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,33,Finance and Insurance,cloud-based,Did not use,Did not use,415,2626,0,302070
2018,33,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,33,Finance and Insurance,cloud-based,Low use,Used,100,389,0,36891
2018,33,Finance and Insurance,cloud-based,Moderate use,Used,140,6459,0,710230
2018,33,Finance and Insurance,cloud-based,High use,Used,342,7312,0,819094
2018,33,Finance and Insurance,cloud-based,Don't know,Unknown,115,10751,0,963768
2018,33,Finance and Insurance,specialized software,Did not use,Did not use,459,1898,0,113569
2018,33,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,33,Finance and Insurance,specialized software,Low use,Used,0,0,0,0
2018,33,Finance and Insurance,specialized software,Moderate use,Used,280,12448,0,1394672
2018,33,Finance and Insurance,specialized software,High use,Used,288,2221,0,229195
2018,33,Finance and Insurance,specialized software,Don't know,Unknown,76,10925,0,1057650
2018,33,Finance and Insurance,robotics,Did not use,Did not use,938,13063,0,1281022
2018,33,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,33,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,33,Finance and Insurance,robotics,Low use,Used,15,1129,0,107138
2018,33,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,33,Finance and Insurance,robotics,Don't know,Unknown,110,8620,0,807127
2018,33,Finance and Insurance,specialized equipment,Did not use,Did not use,979,14593,0,1444086
2018,33,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,33,Finance and Insurance,specialized equipment,Low use,Used,0,0,0,0
2018,33,Finance and Insurance,specialized equipment,Moderate use,Used,0,0,0,0
2018,33,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,33,Finance and Insurance,specialized equipment,Don't know,Unknown,118,8831,0,844513
2018,35,Finance and Insurance,artificial intelligence,Did not use,Did not use,719,4611,0,349582
2018,35,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,35,Finance and Insurance,artificial intelligence,Low use,Used,15,111,0,10188
2018,35,Finance and Insurance,artificial intelligence,Moderate use,Used,0,0,0,0
2018,35,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,35,Finance and Insurance,artificial intelligence,Don't know,Unknown,106,3713,0,207442
2018,35,Finance and Insurance,cloud-based,Did not use,Did not use,502,2248,0,229764
2018,35,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,35,Finance and Insurance,cloud-based,Don't know,Unknown,111,3893,0,216652
2018,35,Finance and Insurance,cloud-based,Low use,Used,52,706,0,42961
2018,35,Finance and Insurance,cloud-based,Moderate use,Used,110,998,0,63589
2018,35,Finance and Insurance,cloud-based,High use,Used,82,2215,0,106258
2018,35,Finance and Insurance,specialized software,Did not use,Did not use,336,1928,0,103303
2018,35,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,35,Finance and Insurance,specialized software,Low use,Used,0,0,0,0
2018,35,Finance and Insurance,specialized software,Moderate use,Used,144,2186,0,114772
2018,35,Finance and Insurance,specialized software,High use,Used,250,1622,0,197637
2018,35,Finance and Insurance,specialized software,Don't know,Unknown,120,4186,0,231653
2018,35,Finance and Insurance,robotics,Did not use,Did not use,766,4666,0,346212
2018,35,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,35,Finance and Insurance,robotics,Low use,Used,12,417,0,34083
2018,35,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,35,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,35,Finance and Insurance,robotics,Don't know,Unknown,69,3471,0,196598
2018,35,Finance and Insurance,specialized equipment,Moderate use,Used,0,0,0,0
2018,35,Finance and Insurance,specialized equipment,Did not use,Did not use,688,4772,0,364356
2018,35,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,35,Finance and Insurance,specialized equipment,Low use,Used,0,0,0,0
2018,35,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,35,Finance and Insurance,specialized equipment,Don't know,Unknown,78,3598,0,200114
2018,36,Finance and Insurance,artificial intelligence,Did not use,Did not use,9627,146478,0,25829229
2018,36,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,162,23568,0,4367400
2018,36,Finance and Insurance,artificial intelligence,Low use,Used,296,24353,0,4325958
2018,36,Finance and Insurance,artificial intelligence,Moderate use,Used,113,12156,0,2014772
2018,36,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,36,Finance and Insurance,artificial intelligence,Don't know,Unknown,836,88532,0,17273902
2018,36,Finance and Insurance,cloud-based,Did not use,Did not use,4803,43604,0,8825001
2018,36,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,50,6493,0,1836280
2018,36,Finance and Insurance,cloud-based,Low use,Used,997,35117,0,5194620
2018,36,Finance and Insurance,cloud-based,Moderate use,Used,1986,87655,0,16521626
2018,36,Finance and Insurance,cloud-based,High use,Used,2367,40189,0,6684526
2018,36,Finance and Insurance,specialized software,Did not use,Did not use,4380,47981,0,9884129
2018,36,Finance and Insurance,cloud-based,Don't know,Unknown,927,86188,0,15937055
2018,36,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,36,Finance and Insurance,specialized software,Low use,Used,918,30085,0,3392974
2018,36,Finance and Insurance,specialized software,Moderate use,Used,1875,65014,0,13824098
2018,36,Finance and Insurance,specialized software,High use,Used,2913,63585,0,9122766
2018,36,Finance and Insurance,specialized software,Don't know,Unknown,1035,88385,0,17438128
2018,36,Finance and Insurance,robotics,Did not use,Did not use,10416,173367,0,31272569
2018,36,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,36,Finance and Insurance,robotics,Low use,Used,80,28768,0,5408015
2018,36,Finance and Insurance,robotics,Moderate use,Used,62,14874,0,2698024
2018,36,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,36,Finance and Insurance,robotics,Don't know,Unknown,511,76842,0,14242254
2018,36,Finance and Insurance,specialized equipment,Did not use,Did not use,9931,175601,0,31558503
2018,36,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,36,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,36,Finance and Insurance,specialized equipment,Low use,Used,155,9066,0,1873564
2018,36,Finance and Insurance,specialized equipment,Moderate use,Used,314,17751,0,2871374
2018,36,Finance and Insurance,specialized equipment,Don't know,Unknown,624,90636,0,17558470
2018,37,Finance and Insurance,artificial intelligence,Did not use,Did not use,5373,51309,0,3811121
2018,37,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,18,5061,0,486656
2018,37,Finance and Insurance,artificial intelligence,Low use,Used,249,18455,0,1801839
2018,37,Finance and Insurance,artificial intelligence,Moderate use,Used,18,7289,0,1079492
2018,37,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,37,Finance and Insurance,artificial intelligence,Don't know,Unknown,345,63266,0,7293656
2018,37,Finance and Insurance,cloud-based,Moderate use,Used,1312,35115,0,3012588
2018,37,Finance and Insurance,cloud-based,Did not use,Did not use,2152,11271,0,827209
2018,37,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,37,Finance and Insurance,cloud-based,Low use,Used,810,10211,0,995388
2018,37,Finance and Insurance,cloud-based,High use,Used,1426,27660,0,2594604
2018,37,Finance and Insurance,cloud-based,Don't know,Unknown,434,64527,0,7405628
2018,37,Finance and Insurance,specialized software,Did not use,Did not use,2015,11960,0,950798
2018,37,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,37,Finance and Insurance,specialized software,Low use,Used,682,13510,0,761493
2018,37,Finance and Insurance,specialized software,Moderate use,Used,947,17092,0,1832198
2018,37,Finance and Insurance,specialized software,High use,Used,1958,33716,0,2692855
2018,37,Finance and Insurance,specialized software,Don't know,Unknown,403,72979,0,8671705
2018,37,Finance and Insurance,robotics,Did not use,Did not use,5908,64596,0,5191818
2018,37,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,37,Finance and Insurance,robotics,Low use,Used,32,5645,0,680413
2018,37,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,37,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,37,Finance and Insurance,robotics,Don't know,Unknown,185,61809,0,7138490
2018,37,Finance and Insurance,specialized equipment,Did not use,Did not use,5296,62096,0,5072678
2018,37,Finance and Insurance,specialized equipment,Low use,Used,237,3850,0,257716
2018,37,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,37,Finance and Insurance,specialized equipment,Moderate use,Used,261,8018,0,787373
2018,37,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,37,Finance and Insurance,specialized equipment,Don't know,Unknown,335,69187,0,8312458
2018,38,Finance and Insurance,artificial intelligence,Did not use,Did not use,1144,10615,0,594853
2018,38,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,38,Finance and Insurance,artificial intelligence,Low use,Used,0,0,0,0
2018,38,Finance and Insurance,artificial intelligence,Moderate use,Used,0,0,0,0
2018,38,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,38,Finance and Insurance,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,38,Finance and Insurance,cloud-based,Did not use,Did not use,694,3539,0,149650
2018,38,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,38,Finance and Insurance,cloud-based,Don't know,Unknown,103,1842,0,128007
2018,38,Finance and Insurance,cloud-based,Low use,Used,332,1554,0,93078
2018,38,Finance and Insurance,cloud-based,Moderate use,Used,121,4445,0,266316
2018,38,Finance and Insurance,cloud-based,High use,Used,19,1091,0,89834
2018,38,Finance and Insurance,specialized software,Did not use,Did not use,698,3417,0,148472
2018,38,Finance and Insurance,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,38,Finance and Insurance,specialized software,Low use,Used,0,0,0,0
2018,38,Finance and Insurance,specialized software,Moderate use,Used,110,4474,0,288943
2018,38,Finance and Insurance,specialized software,High use,Used,174,2455,0,156321
2018,38,Finance and Insurance,specialized software,Don't know,Unknown,55,1703,0,116397
2018,38,Finance and Insurance,robotics,Did not use,Did not use,1155,10452,0,581234
2018,38,Finance and Insurance,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,38,Finance and Insurance,robotics,Low use,Used,0,0,0,0
2018,38,Finance and Insurance,robotics,Moderate use,Used,0,0,0,0
2018,38,Finance and Insurance,robotics,High use,Used,0,0,0,0
2018,38,Finance and Insurance,robotics,Don't know,Unknown,0,0,0,0
2018,38,Finance and Insurance,specialized equipment,Moderate use,Used,0,0,0,0
2018,38,Finance and Insurance,specialized equipment,Did not use,Did not use,1087,10029,0,580209
2018,38,Finance and Insurance,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,38,Finance and Insurance,specialized equipment,Low use,Used,0,0,0,0
2018,38,Finance and Insurance,specialized equipment,High use,Used,0,0,0,0
2018,38,Finance and Insurance,specialized equipment,Don't know,Unknown,47,1299,0,76999
2018,39,Finance and Insurance,artificial intelligence,Did not use,Did not use,6718,83622,0,5795630
2018,39,Finance and Insurance,artificial intelligence,"Tested, but did not use in production or service",Tested only,18,14721,0,1452891
2018,39,Finance and Insurance,artificial intelligence,Low use,Used,237,60207,0,5100216
2018,39,Finance and Insurance,artificial intelligence,Moderate use,Used,168,8665,0,624661
2018,39,Finance and Insurance,artificial intelligence,High use,Used,0,0,0,0
2018,39,Finance and Insurance,artificial intelligence,Don't know,Unknown,456,47885,0,3868399
2018,39,Finance and Insurance,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,39,Finance and Insurance,cloud-based,Did not use,Did not use,3095,25164,0,1479690
2018,39,Finance and Insurance,cloud-based,Low use,Used,753,36715,0,2939739
2018,39,Finance and Insurance,cloud-based,Moderate use,Used,1752,59287,0,4748505
2018,39,Finance and Insurance,cloud-based,High use,Used,1830,27630,0,1916906
