state,naics_sector,impact,n_firms,n_emp
53,54,"Not applicable, did not employ workers with STEM skills",159,997
54,54,Increased number of workers employed by this business,0,0
54,54,Decreased number of workers employed by this business,0,0
54,54,Did not change number of workers employed by this business,30,279
54,54,Increased skill level of workers employed by this business,23,381
54,54,Decreased skill level of workers employed by this business,0,0
54,54,Did not change STEM skills of workers employed by this business,0,0
54,54,Did not change skill level of workers employed by this business,0,0
54,54,Increased STEM skills of workers employed by this business,19,359
54,54,Decreased STEM skills of workers employed by this business,0,0
54,54,"Not applicable, did not employ workers with STEM skills",0,0
55,54,Increased number of workers employed by this business,0,0
55,54,Decreased number of workers employed by this business,0,0
55,54,Did not change number of workers employed by this business,301,4664
55,54,Increased skill level of workers employed by this business,203,5185
55,54,Decreased skill level of workers employed by this business,0,0
55,54,Did not change skill level of workers employed by this business,234,3475
55,54,Increased STEM skills of workers employed by this business,165,3796
55,54,Decreased STEM skills of workers employed by this business,0,0
55,54,Did not change STEM skills of workers employed by this business,206,4403
55,54,"Not applicable, did not employ workers with STEM skills",0,0
56,54,Increased number of workers employed by this business,0,0
56,54,Decreased number of workers employed by this business,0,0
56,54,Did not change skill level of workers employed by this business,0,0
56,54,Did not change number of workers employed by this business,22,119
56,54,Increased skill level of workers employed by this business,0,0
56,54,Decreased skill level of workers employed by this business,0,0
56,54,Increased STEM skills of workers employed by this business,0,0
56,54,Decreased STEM skills of workers employed by this business,0,0
56,54,Did not change STEM skills of workers employed by this business,0,0
56,54,"Not applicable, did not employ workers with STEM skills",0,0
01,55,Increased number of workers employed by this business,0,0
01,55,Decreased number of workers employed by this business,0,0
01,55,Did not change number of workers employed by this business,57,1563
01,55,Increased skill level of workers employed by this business,0,0
01,55,Decreased skill level of workers employed by this business,0,0
01,55,Did not change skill level of workers employed by this business,57,1554
01,55,Increased STEM skills of workers employed by this business,0,0
01,55,Decreased STEM skills of workers employed by this business,0,0
01,55,Did not change STEM skills of workers employed by this business,0,0
01,55,"Not applicable, did not employ workers with STEM skills",0,0
02,55,Increased number of workers employed by this business,0,0
02,55,Decreased number of workers employed by this business,0,0
02,55,Did not change number of workers employed by this business,0,0
02,55,Increased skill level of workers employed by this business,0,0
02,55,Decreased skill level of workers employed by this business,0,0
02,55,Did not change skill level of workers employed by this business,0,0
02,55,Increased STEM skills of workers employed by this business,0,0
02,55,Decreased STEM skills of workers employed by this business,0,0
02,55,Did not change STEM skills of workers employed by this business,0,0
02,55,"Not applicable, did not employ workers with STEM skills",0,0
04,55,Increased number of workers employed by this business,0,0
04,55,Decreased number of workers employed by this business,0,0
04,55,Did not change number of workers employed by this business,23,1712
04,55,Increased skill level of workers employed by this business,16,1036
04,55,Decreased skill level of workers employed by this business,0,0
04,55,Did not change skill level of workers employed by this business,17,1445
04,55,Increased STEM skills of workers employed by this business,17,916
04,55,Did not change STEM skills of workers employed by this business,0,0
04,55,Decreased STEM skills of workers employed by this business,0,0
04,55,"Not applicable, did not employ workers with STEM skills",0,0
05,55,Increased number of workers employed by this business,0,0
05,55,Decreased number of workers employed by this business,0,0
